wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
3,1,0,0,8,3,0,0,2,2,25,0,0,0,0.333333333,0,0,7.333333333,1,0.6667,0
30,1,0,10,38,0,8,2,29,0.816696915,1224,1,2,0,0.333333333,0,0,39.16666667,6,2.8667,2
5,1,1,4,21,0,3,2,4,0.25,264,1,1,0,0.44,0,0,50.6,22,6,0
4,4,0,6,20,0,1,6,1,0.666666667,103,0.5,0,0.962025316,0.5,3,11,24.25,4,1.5,3
4,2,0,2,8,4,0,2,2,0.666666667,31,1,1,0.666666667,0.5,0,0,6.5,1,0.5,0
4,2,0,1,12,6,0,1,4,2,39,0,0,0.8125,0.583333333,0,0,8.75,1,0.75,2
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.75,0,0,0,1,1,0
3,4,0,2,7,3,0,2,3,2,19,0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0
7,1,0,1,9,13,1,0,4,0.875,194,1,0,0,0.25,0,0,26.14285714,4,1.5714,0
11,2,0,7,49,25,1,7,5,2,760,0,0,0.545454545,0.324675325,1,9,68.09090909,13,3.1818,2
8,2,0,2,32,10,1,2,7,1.040816327,223,0.214285714,0,0.588235294,0.46875,1,1,25.125,6,1.5,0
11,1,1,0,21,55,0,0,10,2,99,0,0,0,0.246753247,0,0,8,1,0.9091,2
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.5,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
12,1,0,3,22,0,3,1,6,0.53030303,332,0,0,0,0.35,0,0,26.16666667,8,2.75,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
5,1,0,2,14,0,1,1,4,1.24380805,1114,0.009287926,0,0,0.5,0,0,157.2,9,2.2,1
55,1,0,3,99,473,1,3,26,0.798941799,2660,0,7,0,0.246464646,0,0,47.10909091,20,3.8182,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,0
1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,0,0,0
18,1,0,0,19,153,0,0,18,2,40,0,0,0,0.285714286,0,0,1.222222222,1,0.9444,0
4,4,0,5,19,0,1,5,1,0.666666667,117,0.5,0,0.955223881,0.5,4,9,27.75,7,2.25,3
11,1,0,0,11,55,0,0,11,2,11,0,0,0,0.515151515,0,0,0,1,1,0
12,1,0,9,19,24,8,2,11,0.924242424,827,0,0,0,0.291666667,1,1,66.41666667,26,4.9167,0
8,2,2,9,14,18,9,2,5,0.904761905,69,0.666666667,2,0.88,0.416666667,1,3,7.25,2,1.25,0
3,2,0,5,4,1,4,1,3,0.5,16,1,0,0.8,0.666666667,0,0,4,1,0.6667,0
27,4,0,2,35,351,0,2,27,2,171,0,0,0.783333333,0.37962963,0,0,5.333333333,3,1.1111,0
13,1,0,0,30,4,0,0,11,0.733333333,238,0.8,2,0,0.375,0,0,16.92307692,4,1.4615,0
4,3,0,39,23,4,37,3,2,0.982905983,580,0.051282051,0,0.977777778,0.555555556,1,1,134.25,1,0.5,0
6,1,0,0,6,15,0,0,6,1.2,9,0,0,0,0.333333333,0,0,0,1,1,0
22,1,0,6,39,89,1,5,12,0.703296703,1528,0.692307692,4,0,0.232142857,0,0,67.86363636,24,4.6818,0
8,1,1,3,20,22,1,3,6,0.928571429,108,0.5,0,0,0.285714286,0,0,12.25,1,0.75,0
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,36,4,6,36,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
7,2,0,8,21,17,1,7,6,0.791666667,134,0.75,3,0.444444444,0.333333333,0,0,17.57142857,1,0.7143,1
1,1,0,4,2,0,4,0,0,2,14,0,0,0,1,0,0,3,0,0,0
2,2,0,8,5,1,1,8,1,2,145,0,0,0.75,0.571428571,0,0,71.5,1,0.5,0
9,1,3,14,14,28,14,2,8,0.982142857,116,0.571428571,2,0,0.288888889,0,0,11.11111111,3,1.1111,1
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.611111111,0,0,0,1,1,0
26,1,0,0,26,325,0,0,26,2,26,0,0,0,0.5,0,0,0,1,1,0
6,1,0,2,6,15,1,1,6,2,6,0,0,0,0.75,0,0,0,1,1,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.7,0,0,0,1,1,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
11,2,0,9,37,45,3,6,6,0.666666667,895,1,3,0.307692308,0.214876033,0,0,79,1,0.8182,0
7,1,0,7,13,5,1,6,7,0.366666667,1019,1,3,0,0.387755102,0,0,143.8571429,1,0.7143,0
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
24,1,0,0,24,276,0,0,24,1.043478261,28,0,0,0,0.270833333,0,0,0,1,1,0
4,3,0,5,17,0,1,5,1,0.666666667,85,0.5,0,0.946428571,0.5,2,7,19.75,1,0.75,4
5,1,0,6,7,10,6,0,5,2,107,0,0,0,0.35,0,0,20.4,3,1.8,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,4,0,2,7,3,1,2,3,2,19,0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
7,1,0,0,7,21,0,0,7,2,7,0,0,0,0.428571429,0,0,0,1,1,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6,0,0,0,1,1,0
1,1,0,0,2,0,0,0,1,2,8,0,0,0,1,0,0,3,0,0,0
12,1,0,0,24,0,0,0,12,0.303030303,178,0,0,0,0.4375,0,0,13.58333333,2,1.25,0
26,1,0,0,40,0,0,0,24,0.08,723,0,0,0,0.528846154,0,0,26.73076923,5,2.6538,1
4,3,0,6,13,0,1,6,1,0.666666667,84,0.5,0,0.94,0.5,2,7,19.5,2,1,2
1,4,0,0,2,0,0,0,1,2,10,0,0,1,1,0,0,7,0,0,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
5,3,0,4,22,0,1,4,1,0.75,118,0.5,0,0.921568627,0.466666667,2,8,22.2,7,2,2
16,1,0,2,16,120,1,1,16,2,16,0,0,0,0.375,0,0,0,1,1,0
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5,0,0,0,1,1,0
7,1,0,0,7,21,0,0,7,2,7,0,0,0,0.25,0,0,0,1,1,0
3,3,0,0,4,1,0,0,2,0.5,2145,0,0,0.974358974,1,0,0,713.6666667,1,0.3333,1
4,2,0,4,8,4,0,4,3,0.666666667,31,0,1,0.666666667,0.444444444,0,0,6.5,1,0.5,0
1,1,0,6,2,0,5,1,1,2,12,0,2,0,1,0,0,3,0,0,0
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.538461538,0,0,0,1,1,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
39,1,2,28,83,607,9,19,13,0.902046784,2503,1,9,0,0.144230769,0,0,62.25641026,13,2.3333,0
50,1,1,15,105,711,2,13,3,0.850863422,3171,0.076923077,0,0,0.194285714,0,0,61.64,55,2.48,2
49,2,1,10,124,608,2,8,41,0.9,1409,1,6,0.737142857,0.131944444,2,9,27.55102041,3,1.0408,1
5,2,0,5,12,0,2,3,1,0,55,1,1,0.666666667,0.45,1,2,9.8,1,0.8,0
69,1,3,23,112,1936,20,8,36,0.971362229,1158,0.894736842,1,0,0.118171683,0,0,15.50724638,31,2.3043,0
4,3,0,6,17,0,1,6,1,0.666666667,75,0.5,0,0.96,0.5,2,8,17.25,3,1.25,2
3,4,1,3,4,3,2,2,3,1.5,13,0,0,0.967741935,0.555555556,1,4,3,1,0.6667,0
3,4,0,2,6,3,1,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
2,3,0,6,4,1,6,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.5,0,0,0,1,1,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,4,4.555555556,1,0.8889,0
61,3,0,25,109,1294,16,22,48,0.89047619,2565,0.952380952,1,0.602739726,0.226229508,2,10,40.70491803,12,2.5246,8
3,4,0,2,7,3,0,2,3,2,19,0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,0
22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.281818182,0,0,0,1,1,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0
5,3,0,3,10,10,1,2,5,2,76,0,0,0.985507246,0.55,1,1,14.2,2,0.4,0
3,1,0,1,5,0,1,0,3,1,224,1,0,0,0.833333333,0,0,72.66666667,8,4.6667,0
71,1,0,17,193,1133,1,16,23,0.924860853,7189,1,15,0,0.147959184,0,0,99.16901408,3,1.0423,1
20,1,0,0,20,190,0,0,20,2,20,0,0,0,0.75,0,0,0,1,1,0
5,1,1,4,8,4,4,0,5,0.5,56,0,0,0,0.55,0,0,9.6,2,0.8,0
22,1,0,0,43,127,0,0,20,0.698412698,161,0,3,0,0.15034965,0,0,6.181818182,2,0.9545,0
17,2,0,3,34,0,1,2,16,0.4625,403,1,0,0.515151515,0.183006536,1,15,22.41176471,8,2.2353,0
3,5,0,4,9,0,1,4,1,0.75,44,0.5,0,0.969230769,0.555555556,3,11,13,2,1,2
3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.5,0,0,0,1,1,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
18,2,0,7,54,141,1,6,9,0.891640867,1392,0.157894737,2,0.2,0.189814815,0,0,75.27777778,4,1.1667,0
7,2,0,8,29,17,1,7,6,0.75,374,1,2,0.444444444,0.333333333,0,0,51.28571429,1,0.7143,0
10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.75,0,0,0,1,1,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,0
9,2,0,7,23,0,2,5,2,0.375,147,1,1,0.533333333,0.355555556,1,2,15.11111111,2,0.8889,0
19,4,0,2,24,171,0,2,19,2,105,0,0,0.839285714,0.394736842,0,0,4.526315789,1,0.9474,0
46,1,0,4,111,683,0,4,27,0.838888889,2103,1,2,0,0.137777778,0,0,44.54347826,19,4.0435,0
1,1,0,0,1,0,0,0,1,2,17,0,0,0,1,0,0,0,1,1,0
15,4,0,3,38,105,1,2,15,2,195,0,0,0.87037037,0.32,1,1,12,6,1.7333,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,0
8,2,0,7,13,0,7,0,7,0.767857143,284,1,0,0.5625,0.40625,1,2,33.5,2,1,0
5,1,0,8,8,0,4,6,5,0.5,34,1,2,0,0.4,0,0,5.4,1,0.8,1
5,1,0,3,14,0,2,1,4,1.203488372,296,0.046511628,0,0,0.5,0,0,49.6,9,2.2,3
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
18,1,1,6,28,47,5,1,18,0.720588235,357,1,1,0,0.179012346,0,0,18.38888889,3,1.7778,0
3,3,0,0,4,1,0,0,2,0.5,260,0,0,0.974358974,1,0,0,85.33333333,1,0.3333,0
4,1,0,3,12,2,3,0,2,0.666666667,427,1,0,0,0.5,0,0,105.25,1,0.5,3
3,1,0,3,9,1,1,2,0,1.166666667,183,0.333333333,1,0,0.5,0,0,59,4,1.3333,0
10,1,0,0,15,37,0,0,10,0.777777778,64,1,0,0,0.375,0,0,5,1,0.8,0
6,1,0,10,11,0,8,2,6,0.133333333,240,1,1,0,0.5,0,0,38.5,4,1.1667,0
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.75,0,0,0,1,1,0
9,2,0,6,32,20,1,5,7,0.5,865,0.941176471,2,0.363636364,0.301587302,0,0,93.22222222,1,0.7778,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.6875,0,0,0,1,1,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
8,1,0,1,14,0,1,0,5,0.142857143,574,0,0,0,0.520833333,0,0,70.375,8,5.625,0
49,1,9,16,87,866,15,11,2,0.995138889,2172,0.366666667,20,0,0.1875,0,0,42.10204082,24,2.2857,1
56,1,3,10,124,864,3,7,37,0.778181818,1899,0.933333333,4,0,0.135989011,0,0,32.64285714,13,2.9464,1
19,1,0,1,50,149,1,0,11,0.967320261,709,0.941176471,0,0,0.233333333,0,0,35.42105263,15,2.8421,0
14,4,0,5,29,91,2,4,12,1,172,1,1,0.878504673,0.357142857,0,0,11.21428571,4,1.7857,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
6,3,1,4,10,9,3,2,6,0.9,46,0.5,0,0.915254237,0.5,1,5,6.333333333,2,1.3333,0
6,1,0,13,9,0,9,7,6,0.666666667,42,1,3,0,0.333333333,0,0,5.5,1,0.8333,1
6,3,3,0,10,0,0,0,6,0,54,1,0,0.85,0.555555556,1,2,7.833333333,3,1,0
63,2,1,25,228,729,5,20,42,0.874193548,5748,0.9,6,0.678947368,0.152073733,2,18,89.76190476,6,1.6825,7
1,5,0,1,2,0,1,0,1,2,6,0,0,1,1,0,0,5,0,0,0
21,4,0,2,25,210,0,2,21,2,120,0,0,0.824561404,0.523809524,0,0,4.714285714,1,0.9524,0
15,4,0,2,30,105,0,2,15,2,126,0,0,0.87037037,0.4,0,0,7.4,3,1.1333,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,1,0,10,5,10,6,4,5,2,5,0,0,0,0.4,0,0,0,1,1,0
12,2,0,6,75,16,2,4,9,2,994,0,0,0.875,0.25,2,7,81.83333333,30,8.0833,2
7,4,0,2,11,21,0,2,7,2,43,0,0,0.94,0.571428571,0,0,5.142857143,1,0.8571,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10,2,0,8,31,33,1,7,7,0.857142857,195,0.714285714,2,0.333333333,0.244444444,0,0,17.8,4,1.1,3
3,4,0,3,6,3,1,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
14,1,0,13,58,41,1,12,7,0.779264214,1675,1,7,0,0.307692308,0,0,117,3,1,0
5,4,0,2,10,10,0,2,5,2,31,0,0,0.959183673,0.45,1,2,5.2,1,0.8,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
23,1,0,0,23,253,0,0,23,2,23,0,0,0,0.347826087,0,0,0,1,1,0
6,2,0,5,14,0,2,3,1,0.2,154,1,2,0.615384615,0.416666667,1,2,24.33333333,1,0.8333,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
1,4,1,0,2,0,0,0,1,2,11,0,0,1,1,0,0,7,0,0,0
25,1,0,0,25,300,0,0,25,1.041666667,37,0,0,0,0.33,0,0,0,1,1,0
3,4,0,4,7,0,1,4,1,0.75,33,0.5,0,0.966101695,0.555555556,2,7,9.333333333,1,0.6667,2
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.555555556,0,0,0,1,1,0
13,1,2,17,43,30,7,10,10,0.861111111,498,1,4,0,0.2,0,0,35.92307692,6,1.4615,1
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,2
38,4,0,3,49,703,0,3,38,2,229,0,0,0.717557252,0.294736842,1,3,5.026315789,3,1.0789,0
25,4,0,3,32,300,0,3,25,2,142,0,0,0.773584906,0.312,1,7,4.68,1,0.96,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
23,4,0,5,41,253,0,5,23,0.954545455,183,1,1,0.810344828,0.246376812,1,1,6.913043478,3,1.2174,0
20,1,0,2,20,190,1,1,20,2,20,0,0,0,0.375,0,0,0,1,1,0
8,2,0,3,22,0,1,2,6,0.619047619,109,1,1,0.7,0.3,1,1,12.25,1,0.75,2
5,4,1,7,13,2,4,4,5,0.833333333,52,0.666666667,1,0.951807229,0.4,2,6,8.8,2,1.2,0
5,1,0,6,14,0,5,1,4,1.159090909,205,0.136363636,0,0,0.5,0,0,35.6,9,2.2,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
3,3,0,0,4,1,0,0,2,0.5,923,0,0,0.974358974,1,0,0,306.3333333,1,0.3333,0
5,1,2,18,37,2,8,11,4,0.791666667,454,1,2,0,0.36,0,0,88.6,1,0.8,1
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.645833333,0,0,0,1,1,0
7,2,1,4,12,15,3,2,7,0.916666667,80,0.75,0,0.88,0.523809524,1,4,9.857142857,3,1.8571,0
16,2,0,5,35,112,1,4,10,2,261,0,0,0.788732394,0.21875,1,10,15.3125,6,1.9375,0
4,1,0,6,6,0,5,1,4,0,73,0,1,0,0.55,0,0,16.5,2,0.5,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.5,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,4,0,3,10,10,0,3,5,2,52,0,0,0.959183673,0.6,0,0,9.4,3,1.6,0
5,4,0,2,10,10,0,2,5,2,28,0,0,0.959183673,0.45,0,0,4.6,1,0.8,0
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,0
8,1,0,6,17,4,3,3,8,0.653061224,184,1,2,0,0.303571429,0,0,21.125,2,1.5,0
9,4,0,2,15,36,0,2,9,2,52,0,0,0.921568627,0.416666667,0,0,4.777777778,1,0.8889,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,0
18,1,0,2,18,153,1,1,18,2,18,0,0,0,0.75,0,0,0,1,1,0
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.638888889,0,0,0,1,1,0
11,2,0,11,37,11,2,9,8,0.5,480,1,2,0.333333333,0.284090909,0,0,41.81818182,4,1,0
20,4,0,6,42,190,2,6,19,1,284,0,1,0.831858407,0.275,0,0,13.15,4,2,0
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.354166667,0,0,0,1,1,0
8,1,0,11,8,28,7,5,8,2,8,0,0,0,0.363636364,0,0,0,1,1,0
23,4,0,3,32,253,0,3,23,2,149,0,0,0.810344828,0.295652174,1,3,5.47826087,3,1.1304,0
2,2,0,8,14,1,1,8,1,2,140,0,0,0.75,0.571428571,2,2,69,1,0.5,0
10,1,0,2,10,45,1,1,10,2,10,0,0,0,0.75,0,0,0,1,1,0
4,3,0,7,28,0,1,7,1,0.666666667,176,0.5,0,0.947368421,0.5,2,5,42.5,8,2.5,3
34,1,0,0,34,561,0,0,34,2,34,0,0,0,0.282352941,0,0,0,1,1,0
29,1,0,0,29,406,0,0,29,2,29,0,0,0,0.370689655,0,0,0,1,1,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
95,1,0,59,297,2425,13,55,55,0.944105337,6959,0.967213115,41,0,0.085473684,0,0,70.96842105,17,1.6211,19
3,4,0,2,8,3,0,2,3,2,20,0,0,0.979166667,0.5,0,0,5.666666667,1,0.6667,0
8,1,0,7,12,20,1,6,8,0.333333333,464,1,2,0,0.464285714,0,0,56.25,1,0.625,0
10,1,0,0,10,45,0,0,10,1.111111111,13,0,0,0,0.4,0,0,0,1,1,0
11,1,1,3,13,35,3,0,11,0.9,87,0.1,2,0,0.393939394,0,0,6,1,0.9091,0
5,3,2,2,7,10,2,0,5,2,20,0,0,0.944444444,0.6,0,0,3,1,0.2,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
6,2,0,7,20,9,1,7,3,0,136,1,0,0.545454545,0.433333333,1,2,21.5,5,1.5,0
6,1,2,4,18,13,3,2,5,0.8,150,0,1,0,0.533333333,0,0,23.83333333,20,4.3333,3
13,4,0,3,16,78,0,3,13,2,72,0,0,0.872340426,0.538461538,1,7,4.538461538,1,0.9231,0
5,1,16,19,6,10,17,2,5,1.25,13,1,0,0,0.533333333,0,0,1.4,1,0.8,1
8,4,0,21,12,0,20,1,8,0.285714286,64,1,0,0.818181818,0.4375,0,0,6.75,1,0.5,0
24,1,6,10,39,234,7,9,0,1.023550725,268,0,1,0,0.195652174,0,0,9.166666667,2,0.9583,0
11,1,0,40,16,25,40,0,11,0.05,191,0,0,0,0.409090909,1,1,16,7,1.1818,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
53,1,0,31,143,1146,12,20,20,0.906177156,6637,0.090909091,6,0,0.192307692,1,1,123.6037736,147,13.3585,0
14,1,0,0,15,81,0,0,14,0.876923077,75,1,0,0,0.392857143,0,0,4,1,0.7143,0
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1,1,0
62,1,0,24,130,753,10,17,39,0.850197852,2272,0.862068966,12,0,0.138248848,0,0,35.17741935,6,1.3226,0
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.777777778,0,0,0,1,1,0
7,2,0,7,27,15,1,6,6,0.75,380,1,1,0.444444444,0.333333333,1,1,52.14285714,1,0.7143,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,0
11,1,0,5,37,0,0,5,11,0.716666667,332,1,3,0,0.318181818,0,0,28.63636364,1,0.9091,0
11,1,0,6,24,0,2,4,11,0.5,112,1,1,0,0.515151515,0,0,9,2,1.2727,0
21,4,0,3,28,210,0,3,21,2,118,0,0,0.803921569,0.314285714,1,7,4.619047619,1,0.9524,0
15,1,0,0,16,105,0,0,15,2,34,0,0,0,0.285714286,0,0,1.266666667,1,0.9333,0
5,4,0,2,10,10,0,2,5,2,52,0,0,0.959183673,0.6,0,0,9.4,3,1.6,0
3,1,0,6,3,3,3,3,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
9,1,0,10,9,36,8,2,9,2,9,0,0,0,0.555555556,0,0,0,1,1,0
22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.75,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,4,0,3,8,6,0,3,4,1,32,1,1,0.969072165,0.583333333,0,0,6.75,2,1,0
13,4,0,2,21,78,0,2,13,2,103,0,0,0.886792453,0.403846154,0,0,6.923076923,3,1.2308,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,0
8,2,0,5,15,26,1,4,7,0.714285714,49,1,1,0.4,0.285714286,0,0,5,1,0.75,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,4,0,19,12,0,18,1,8,0.285714286,64,1,0,0.818181818,0.4375,0,0,6.75,1,0.5,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,0
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.375,0,0,0,1,1,0
3,1,0,9,3,3,9,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,0
18,4,0,3,25,153,0,3,18,0.941176471,102,1,1,0.846846847,0.481481481,0,0,4.611111111,2,1,0
11,3,35,39,20,55,36,4,7,2,93,0,0,0.87804878,0.436363636,2,3,7.454545455,3,1.2727,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
12,2,0,9,38,52,3,6,7,0.690909091,959,1,3,0.285714286,0.194444444,0,0,77.66666667,1,0.8333,0
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
19,4,0,3,24,171,0,3,19,2,107,0,0,0.82,0.394736842,1,6,4.631578947,1,0.9474,0
4,1,0,1,5,0,1,0,0,0,28,1,0,0,0.625,0,0,5.75,2,1,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
2,2,0,4,10,1,1,3,1,2,76,0,0,0.75,0.625,2,2,37,11,5.5,0
9,4,0,0,15,28,0,0,8,0.375,106,1,0,0.8,0.466666667,0,0,10.33333333,1,0.5556,0
3,3,0,0,4,1,0,0,2,0.5,247,0,0,0.974358974,1,0,0,81,1,0.3333,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
8,2,0,2,17,8,1,1,6,0.666666667,112,1,1,0.76,0.375,1,1,12.625,1,0.75,3
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.461538462,0,0,0,1,1,0
12,1,1,0,39,52,0,0,8,0.878787879,275,0.833333333,0,0,0.454545455,0,0,21.41666667,10,1.6667,0
2,4,0,4,3,0,4,0,2,0,13,0,0,0.944444444,0.666666667,0,0,5,1,0.5,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
18,2,0,7,58,141,1,6,10,0.845588235,1924,1,2,0.2,0.189814815,0,0,105,4,1.1667,0
5,1,0,10,14,0,9,1,4,1.17,206,0.08,0,0,0.5,0,0,35.2,9,2.2,0
42,1,0,3,66,375,2,1,29,0.780487805,2006,1,0,0,0.226480836,0,0,46.47619048,33,3.1429,4
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,1,1,0
5,4,0,2,11,10,0,2,5,2,30,0,0,0.959183673,0.45,0,0,5,1,0.8,0
13,1,0,1,24,8,1,1,9,0.6875,380,1,4,0,0.307692308,0,0,27.61538462,11,4.2308,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
